	race_id	horse_id	jockey_id	trainer_id	rank	sex	age	weight	weight_diff	tansho_odds	popularity	impost	wakuban	umaban
11309	202301010303	2020100580	1091	420	8	1	3	428	-6	44.4	9	54.0	2	3
11305	202301010303	2020102785	1095	1109	4	1	3	456	2	10.0	3	54.0	3	4
11302	202301010303	2020105183	1170	1026	1	1	3	422	2	1.4	1	54.0	3	5
11303	202301010303	2020100742	1197	1052	2	1	3	460	8	5.8	2	52.0	4	6
11313	202301010303	2020103220	1190	1163	12	1	3	468	-10	35.6	7	50.0	4	7
11316	202301010303	2020103829	1177	1124	15	0	3	404	-6	461.0	15	54.0	5	8
11308	202301010303	2020100230	1015	1069	7	0	3	478	-4	97.3	13	56.0	5	9
11306	202301010303	2020103801	1157	1118	5	1	3	464	-6	61.9	10	54.0	6	10
11310	202301010303	2020106885	1166	1158	9	1	3	438	10	78.3	12	54.0	6	11
11315	202301010303	2020105419	1202	1073	14	0	3	494	2	73.6	11	53.0	7	12
11311	202301010303	2020110122	1140	399	10	1	3	432	0	40.4	8	54.0	7	13
11312	202301010303	2020104109	1198	1190	11	1	3	452	4	413.7	14	51.0	8	14
11314	202301010303	2020100271	1032	1139	13	0	3	472	-6	12.2	4	56.0	8	15
11324	202301010304	2020102913	1093	1162	8	1	3	526	-2	4.0	1	54.0	1	1
11328	202301010304	2020105657	1190	1075	12	0	3	472	4	17.9	9	52.0	2	2
11319	202301010304	2020106164	1202	1188	3	0	3	482	0	5.1	2	53.0	3	3
11330	202301010304	2020102339	1112	1084	14	0	3	464	-2	110.3	13	56.0	3	4
11320	202301010304	2020101727	1170	1086	4	0	3	486	-2	11.2	7	56.0	4	5
11317	202301010304	2020100673	1030	1078	1	0	3	436	-2	8.6	5	56.0	4	6
11323	202301010304	2020101677	1168	1033	7	0	3	412	-6	29.8	10	56.0	5	7
11325	202301010304	2020106434	1091	1048	9	0	3	504	-6	6.6	3	56.0	5	8
11318	202301010304	2020104752	1032	1066	2	0	3	440	-4	10.5	6	56.0	6	9
11322	202301010304	2020104993	1109	1010	6	0	3	506	12	13.4	8	56.0	6	10
11321	202301010304	2020103539	1157	1177	5	0	3	468	-2	7.8	4	56.0	7	11
11326	202301010304	2020100070	1205	431	10	0	3	464	-6	33.5	11	53.0	7	12
11329	202301010304	2020103159	1197	1095	13	0	3	474	-4	37.3	12	54.0	8	13
11327	202301010304	2020101399	1108	1063	11	0	3	498	-8	303.5	14	56.0	8	14
11336	202301010305	2021104645	1168	1123	6	1	2	484	0	32.6	8	55.0	1	1
11331	202301010305	2021107369	660	1044	1	1	2	462	0	22.5	6	55.0	2	2
11339	202301010305	2021101437	1205	412	9	1	2	412	0	60.4	10	52.0	3	3
11337	202301010305	2021105797	1043	1167	7	1	2	444	0	8.5	5	55.0	3	4
11344	202301010305	2021103468	1109	1089	14	0	2	478	0	150.9	12	55.0	4	5
11334	202301010305	2021105141	1095	1178	4	1	2	446	0	2.4	1	55.0	4	6
11338	202301010305	2021103051	1093	1108	8	0	2	464	0	44.0	9	55.0	5	7
11332	202301010305	2021105849	5339	1105	2	0	2	478	0	5.2	2	55.0	5	8
11342	202301010305	2021105024	1025	1114	12	1	2	410	0	171.0	13	55.0	6	9
11333	202301010305	2021101891	1178	1046	3	1	2	446	0	66.4	11	55.0	6	10
11340	202301010305	2021101173	1197	1171	10	0	2	478	0	7.3	4	53.0	7	11
11341	202301010305	2021110012	666	1092	11	0	2	442	0	7.1	3	55.0	7	12
11343	202301010305	2021100376	1018	1107	13	0	2	450	0	203.5	14	55.0	8	13
11335	202301010305	2021101376	1030	425	5	1	2	450	0	25.1	7	55.0	8	14
11349	202301010306	2019106677	1091	1165	5	1	4	452	2	10.8	4	56.0	1	1
11348	202301010306	2020101481	1205	1029	4	1	3	470	-4	180.7	11	50.0	2	2
11354	202301010306	2019106565	1186	1099	10	1	4	466	-6	27.9	8	55.0	3	3
11355	202301010306	2020102855	1157	1175	11	1	3	454	-10	57.3	9	53.0	4	4
11347	202301010306	2019104374	1202	1177	3	1	4	446	6	4.5	2	53.0	5	5
11352	202301010306	2020104769	1185	1146	8	1	3	450	-4	12.7	5	52.0	5	6
11351	202301010306	2020101265	1197	1010	7	1	3	454	4	4.9	3	51.0	6	7
11346	202301010306	2019101662	1192	1163	2	1	4	536	6	15.3	7	55.0	6	8
11350	202301010306	2019105258	1190	1169	6	1	4	440	4	12.8	6	52.0	7	9
11353	202301010306	2019105964	1177	1023	9	1	4	450	0	82.9	10	54.0	7	10
11345	202301010306	2020102331	1032	1144	1	1	3	432	4	2.2	1	53.0	8	11
11362	202301010307	2019102178	1205	1131	6	0	4	490	-8	440.3	15	55.0	1	1
11363	202301010307	2019100212	1109	1179	7	0	4	446	6	85.2	12	58.0	2	2
11359	202301010307	2020105648	1157	1117	3	1	3	452	-4	10.5	4	53.0	2	3
11361	202301010307	2019101645	1190	1135	5	1	4	452	8	24.7	6	52.0	3	4
11366	202301010307	2019103663	5203	1088	10	0	4	468	-2	40.5	10	58.0	3	5
11357	202301010307	2020103693	5339	1102	1	0	3	446	6	2.4	1	55.0	4	6
11368	202301010307	2019100152	1197	1106	12	1	4	474	-4	26.3	7	54.0	4	7
11369	202301010307	2018106739	1091	1187	13	0	5	468	-6	52.7	11	58.0	5	8
11360	202301010307	2020104708	1140	1125	4	0	3	506	16	18.5	5	55.0	5	9
11365	202301010307	2020102795	666	1085	9	0	3	456	8	34.9	8	55.0	6	10
11371	202301010307	2019103537	1168	1087	15	0	4	498	6	381.7	14	58.0	6	11
11367	202301010307	2020104778	1095	1063	11	1	3	464	4	37.8	9	53.0	7	12
11358	202301010307	2019106335	1170	1081	2	0	4	466	2	5.9	3	58.0	7	13
11364	202301010307	2020103219	1043	1103	8	1	3	452	-12	3.0	2	53.0	8	14
11370	202301010307	2019100759	1018	1020	14	2	4	460	-4	124.9	13	58.0	8	15
11383	202301010308	2019105142	1015	1189	12	2	4	486	-6	188.5	11	58.0	1	1
11374	202301010308	2020106370	1168	1065	3	0	3	472	2	6.9	5	55.0	2	2
11378	202301010308	2019106573	1176	1078	7	0	4	476	-20	84.5	10	58.0	3	3
11380	202301010308	2019106284	1157	1070	9	0	4	472	4	6.8	4	58.0	4	4
11377	202301010308	2019100029	1197	1069	6	0	4	452	2	20.9	7	56.0	4	5
11372	202301010308	2020100635	1115	1138	1	0	3	510	-2	2.5	1	55.0	5	6
11381	202301010308	2018106146	1186	1139	10	0	5	454	10	64.0	9	57.0	5	7
11376	202301010308	2019103036	1091	1146	5	0	4	502	2	5.6	3	58.0	6	8
11382	202301010308	2019104259	1185	1140	11	0	4	476	0	226.3	12	57.0	6	9
11379	202301010308	2018101166	1205	1029	8	1	5	480	-2	234.6	13	53.0	7	10
11384	202301010308	2020103599	1170	1055	13	1	3	502	24	4.3	2	53.0	7	11
11375	202301010308	2019104005	1109	1024	4	0	4	506	12	46.4	8	58.0	8	12
11373	202301010308	2019104118	1191	1111	2	2	4	460	-4	19.8	6	57.0	8	13
11392	202301010309	2018102163	1197	1093	8	1	5	486	2	28.7	9	56.0	1	1
11386	202301010309	2020100606	666	1177	2	0	3	498	-2	3.9	2	55.0	2	2
11397	202301010309	2019104918	1168	1082	13	0	4	462	0	206.6	14	58.0	3	3
11398	202301010309	2019105434	1178	1087	14	0	4	508	6	168.3	13	58.0	3	4
11387	202301010309	2020105567	1157	1157	3	1	3	440	4	11.0	5	53.0	4	5
11388	202301010309	2020105206	1140	1173	4	0	3	456	-6	3.9	1	55.0	4	6
11395	202301010309	2019106866	1032	1184	11	0	4	500	6	29.0	10	58.0	5	7
11393	202301010309	2020104764	1170	1148	9	1	3	510	0	4.1	3	53.0	5	8
11391	202301010309	2018102665	1015	417	7	1	5	460	-2	131.1	11	56.0	6	9
11389	202301010309	2019104112	1185	1099	5	0	4	488	2	20.3	7	58.0	6	10
11394	202301010309	2018105123	1102	1144	10	1	5	454	-8	134.8	12	56.0	7	11
11396	202301010309	2020103154	1091	1132	12	1	3	470	2	19.0	6	53.0	7	12
11385	202301010309	2020106909	1115	1180	1	1	3	458	4	5.8	4	53.0	8	13
11390	202301010309	2018105814	1095	1178	6	0	5	458	-2	25.2	8	58.0	8	14
11405	202301010310	2018102148	1091	1020	7	0	5	508	-6	16.1	5	58.0	1	1
11401	202301010310	2020104702	1093	1172	3	0	3	462	4	2.4	2	55.0	2	2
11399	202301010310	2020103043	5339	1039	1	0	3	468	-8	2.2	1	55.0	3	3
11404	202301010310	2019105136	1170	1114	6	0	4	542	4	5.5	3	58.0	4	4
11402	202301010310	2019104549	1157	1159	4	1	4	492	-6	53.1	7	56.0	5	5
11400	202301010310	2018110086	1115	1059	2	2	5	478	-6	16.3	6	58.0	6	6
11406	202301010310	2017105720	1109	1090	8	0	6	476	2	218.5	8	58.0	7	7
11403	202301010310	2020100686	1185	1161	5	1	3	438	4	15.2	4	53.0	8	8
11409	202301010311	2018105286	1115	1061	3	1	5	430	-4	7.7	4	54.0	1	1
11420	202301010311	2019101507	1140	1183	14	0	4	474	6	8.2	5	57.0	1	2
11418	202301010311	2019104159	1109	1086	12	1	4	462	0	18.2	7	54.0	2	3
11412	202301010311	2018105321	1025	1191	6	0	5	492	-2	79.3	15	55.0	2	4
11416	202301010311	2019100011	660	1136	10	0	4	486	2	35.6	12	55.0	3	5
11419	202301010311	2019100787	1018	1174	13	1	4	408	4	19.2	9	54.0	3	6
11413	202301010311	2018106154	5339	1070	7	2	5	500	-2	3.6	1	57.0	4	7
11421	202301010311	2019104483	1102	1075	15	1	4	478	16	19.1	8	54.0	4	8
11410	202301010311	2018104261	1043	399	4	0	5	480	2	71.3	14	55.0	5	9
11415	202301010311	2018105722	1032	1026	9	1	5	456	2	21.3	10	53.0	5	10
11408	202301010311	2018104607	1093	399	2	1	5	460	-8	35.3	11	54.0	6	11
11407	202301010311	2019101422	1170	1097	1	0	4	462	-12	4.7	2	58.0	6	12
11414	202301010311	2019105046	1186	1002	8	2	4	514	-10	56.4	13	56.0	7	13
11422	202301010311	2016104998	5203	1189	16	2	7	424	2	217.7	16	55.0	7	14
11411	202301010311	2019100792	1091	1010	5	0	4	446	-4	14.8	6	57.0	8	15
11417	202301010311	2019102220	1157	1020	11	1	4	456	-4	7.2	3	54.0	8	16
11423	202301010312	2018103551	1191	1172	1	0	5	442	2	7.5	5	57.0	1	1
11430	202301010312	2019110130	1190	1185	8	1	4	476	-2	3.9	1	52.0	2	2
11425	202301010312	2019100425	1197	1181	3	1	4	490	2	22.3	9	54.0	3	3
11428	202301010312	2019105218	1178	438	6	0	4	484	0	9.9	6	58.0	4	4
11432	202301010312	2019105317	1157	1135	10	1	4	440	2	11.8	7	56.0	5	5
11424	202301010312	2019106730	1170	1090	2	2	4	470	2	6.2	4	58.0	6	6
11427	202301010312	2019100170	1202	1123	5	1	4	476	-14	5.4	3	53.0	6	7
11431	202301010312	2019104869	1102	1139	9	1	4	442	-14	25.8	10	56.0	7	8
11429	202301010312	2018102593	1185	1186	7	1	5	490	8	67.6	11	55.0	7	9
11426	202301010312	2019101714	1015	1188	4	1	4	472	-4	5.3	2	56.0	8	10
11433	202301010312	2019100053	1091	1108	11	1	4	508	4	19.2	8	56.0	8	11
11602	202301010401	2020101866	1190	1075	2	0	3	482	4	5.8	3	52.0	1	1
11611	202301010401	2020102696	1205	1167	11	1	3	418	-4	84.0	10	51.0	2	2
11605	202301010401	2020110121	1122	1097	5	1	3	478	0	16.4	7	54.0	3	3
11604	202301010401	2020102803	1032	1166	4	1	3	426	2	16.9	8	54.0	3	4
11610	202301010401	2020101394	1179	1179	10	0	3	466	2	10.4	4	56.0	4	5
11601	202301010401	2020101184	1170	1052	1	0	3	440	4	2.1	1	56.0	4	6
11613	202301010401	2020103551	1185	1181	13	1	3	408	-4	319.4	12	53.0	5	7
11608	202301010401	2020110080	1197	1147	8	1	3	470	0	12.5	5	52.0	5	8
11612	202301010401	2020107044	1166	1158	12	1	3	462	-4	420.1	14	54.0	6	9
11606	202301010401	2020103596	1194	1058	6	1	3	492	16	20.4	9	51.0	6	10
11603	202301010401	2020100242	1015	1018	3	1	3	418	-8	373.2	13	54.0	7	11
11614	202301010401	2020102522	1176	1150	14	1	3	434	16	212.4	11	54.0	7	12
11607	202301010401	2020101122	666	1068	7	0	3	490	-2	16.3	6	56.0	8	13
11609	202301010401	2020104667	5339	1069	9	0	3	484	0	5.2	2	56.0	8	14
11622	202301010402	2020103860	1018	1059	8	0	3	452	-2	29.7	9	56.0	1	1
11616	202301010402	2020100161	1157	1183	2	0	3	496	4	3.2	1	56.0	2	2
11626	202301010402	2020102155	1173	1056	12	1	3	488	0	167.7	10	54.0	3	3
11618	202301010402	2020106046	1025	1190	4	1	3	482	2	8.6	6	54.0	4	4
11625	202301010402	2020102111	1109	1119	11	0	3	450	0	245.0	12	56.0	5	5
11615	202301010402	2020110047	1202	1098	1	1	3	440	-8	6.6	5	51.0	5	6
11619	202301010402	2020100897	1030	1078	5	0	3	512	10	15.0	7	56.0	6	7
11620	202301010402	2020103904	1205	1115	6	0	3	442	4	6.6	4	53.0	6	8
11623	202301010402	2020105430	1185	1128	9	1	3	438	-8	20.7	8	53.0	7	9
11617	202301010402	2020100401	1194	1188	3	1	3	472	4	5.7	3	51.0	7	10
11621	202301010402	2020104527	1197	1191	7	1	3	462	-2	5.2	2	52.0	8	11
11624	202301010402	2020104951	1108	1063	10	0	3	490	6	191.6	11	56.0	8	12
11629	202301010403	2020106635	1185	1065	3	0	3	478	2	7.4	3	55.0	1	1
11634	202301010403	2020100703	1202	1084	8	0	3	464	6	91.0	11	53.0	2	2
11639	202301010403	2020100407	1192	1182	13	1	3	410	8	276.0	13	53.0	3	3
11636	202301010403	2020104384	1198	1141	10	0	3	514	-6	44.7	10	53.0	3	4
11631	202301010403	2020104518	1091	1089	5	0	3	482	-6	5.3	2	56.0	4	5
11627	202301010403	2020102360	1205	431	1	0	3	462	4	29.8	9	53.0	4	6
11640	202301010403	2020103871	1177	1077	14	0	3	412	-4	401.2	14	54.0	5	7
11637	202301010403	2020102685	1179	1116	11	0	3	490	4	14.0	7	56.0	5	8
11628	202301010403	2020105944	689	1010	2	0	3	430	-2	20.6	8	56.0	6	9
11632	202301010403	2020105915	1197	1153	6	1	3	458	-2	11.2	6	52.0	6	10
11638	202301010403	2020102596	1178	1142	12	1	3	454	4	2.5	1	54.0	7	11
11635	202301010403	2020103126	1190	1075	9	0	3	528	-8	8.1	4	52.0	7	12
11630	202301010403	2020102013	1018	1082	3	0	3	498	-2	8.1	5	56.0	8	13
11633	202301010403	2020104204	1173	1093	7	0	3	454	0	97.5	12	56.0	8	14
11644	202301010404	2020103098	1192	1074	4	1	3	448	-2	9.6	4	53.0	1	1
11656	202301010404	2020102243	1109	1090	16	0	3	432	0	454.1	15	56.0	1	2
11651	202301010404	2020106920	1093	1062	11	1	3	468	0	13.0	6	54.0	2	3
11647	202301010404	2020101814	666	1162	7	1	3	442	4	4.3	2	54.0	2	4
11646	202301010404	2020105161	1122	1156	6	0	3	484	5	65.1	13	56.0	3	5
11654	202301010404	2020103345	1185	1155	14	1	3	418	4	51.1	11	53.0	3	6
11645	202301010404	2020103254	1140	1017	5	1	3	442	0	10.0	5	54.0	4	7
11650	202301010404	2020105343	1091	1056	10	1	3	448	-8	42.3	9	54.0	4	8
11648	202301010404	2020101870	1186	1085	8	1	3	422	-4	132.0	14	53.0	5	9
11643	202301010404	2020100720	1197	423	3	0	3	472	8	8.3	3	54.0	5	10
11641	202301010404	2020100640	5339	1113	1	0	3	494	0	2.3	1	56.0	6	11
11652	202301010404	2020103481	1102	1164	12	0	3	524	-4	22.0	7	56.0	6	12
11649	202301010404	2020100109	1025	1100	9	1	3	434	0	45.2	10	54.0	7	13
11653	202301010404	2020103528	5203	1059	13	0	3	498	8	51.8	12	56.0	7	14
11655	202301010404	2020101040	1146	431	15	1	3	418	-4	472.4	16	54.0	8	15
11642	202301010404	2020104734	1095	1174	2	0	3	454	-4	32.0	8	56.0	8	16
11667	202301010405	2021107005	1030	1161	11	0	2	472	0	219.0	12	55.0	1	1
11661	202301010405	2021105709	5212	1129	5	1	2	518	0	9.0	4	55.0	2	2
11668	202301010405	2021101701	1126	1070	12	0	2	448	0	9.7	5	55.0	3	3
11666	202301010405	2021105992	1197	1027	10	0	2	494	0	37.9	9	53.0	4	4
11663	202301010405	2021104413	5339	1105	7	1	2	456	0	5.5	3	55.0	5	5
11665	202301010405	2021106719	1178	1086	9	0	2	492	0	99.4	11	55.0	5	6
11662	202301010405	2021105050	666	1184	6	0	2	462	0	19.3	7	55.0	6	7
11664	202301010405	2021104752	1179	1071	8	0	2	502	0	25.6	8	55.0	6	8
11659	202301010405	2021105871	1170	1126	3	0	2	488	0	2.6	1	55.0	7	9
11657	202301010405	2021100363	1140	1044	1	0	2	468	0	13.8	6	55.0	7	10
11658	202301010405	2021105370	1157	1092	2	0	2	458	0	5.3	2	55.0	8	11
11660	202301010405	2021105226	1032	1149	4	1	2	448	0	50.1	10	55.0	8	12
11671	202301010406	2020103289	1170	1027	3	0	3	504	8	7.0	2	55.0	1	1
11674	202301010406	2020103625	1018	1058	6	0	3	464	2	59.0	11	55.0	2	2
11673	202301010406	2020102185	1192	1020	5	0	3	436	-4	19.0	7	54.0	3	3
11680	202301010406	2020103027	1126	1178	12	0	3	482	-10	2.0	1	55.0	4	4
11675	202301010406	2020103255	1093	1055	7	1	3	466	-4	18.2	6	53.0	4	5
11681	202301010406	2019100234	1122	1081	13	0	4	474	-2	27.6	10	58.0	5	6
11678	202301010406	2019103015	1015	1189	10	0	4	470	4	308.1	13	58.0	5	7
11672	202301010406	2020102093	1091	425	4	0	3	490	10	22.3	9	55.0	6	8
11677	202301010406	2020101020	1112	1188	9	0	3	464	-2	19.6	8	55.0	6	9
11669	202301010406	2020104793	1168	1072	1	0	3	506	-4	8.1	4	55.0	7	10
11676	202301010406	2019106088	1030	1106	8	0	4	470	4	182.8	12	58.0	7	11
11679	202301010406	2020103772	1095	1170	11	1	3	470	2	9.1	5	53.0	8	12
11670	202301010406	2019101621	1178	1166	2	0	4	456	-2	7.8	3	58.0	8	13
11692	202301010407	2019103100	1186	1118	11	1	4	454	0	32.7	7	55.0	1	1
11682	202301010407	2020101607	1170	1168	1	1	3	446	8	1.7	1	53.0	2	2
11686	202301010407	2019101007	1190	1050	5	1	4	450	-2	20.5	5	52.0	3	3
11685	202301010407	2020105615	1032	1172	4	1	3	440	2	7.5	4	53.0	4	4
11693	202301010407	2019105469	1115	1027	12	1	4	432	4	6.6	3	56.0	4	5
11691	202301010407	2020103655	1102	1136	10	1	3	406	-10	45.3	8	53.0	5	6
11690	202301010407	2019104538	1178	1092	9	1	4	450	4	46.4	9	56.0	5	7
11694	202301010407	2020103309	1157	1149	13	1	3	446	-6	58.9	10	53.0	6	8
11684	202301010407	2020102680	1093	1154	3	1	3	474	0	156.1	13	53.0	6	9
11689	202301010407	2019104551	1126	1148	8	1	4	444	-10	28.8	6	56.0	7	10
11683	202301010407	2020105797	1091	1080	2	1	3	442	0	89.8	12	53.0	7	11
11688	202301010407	2020102831	1168	1161	7	1	3	450	-6	60.1	11	53.0	8	12
11687	202301010407	2020106925	666	1099	6	1	3	504	4	5.7	2	53.0	8	13
11702	202301010409	2019103885	1091	1108	8	0	4	474	-2	23.8	8	58.0	1	1
11705	202301010409	2019106742	5203	1169	11	0	4	452	4	79.3	13	58.0	2	2
11701	202301010409	2018104732	1170	1153	7	1	5	422	6	20.0	6	56.0	3	3
11695	202301010409	2020101152	1018	1102	1	0	3	476	6	1.8	1	55.0	3	4
11699	202301010409	2019105480	1197	1042	5	1	4	424	-6	10.7	3	56.0	4	5
11700	202301010409	2018102176	5212	1064	6	1	5	456	-8	31.3	10	56.0	4	6
11697	202301010409	2018104638	1095	1185	3	2	5	494	4	11.6	4	58.0	5	7
11704	202301010409	2019100788	1179	1094	10	0	4	476	-8	41.6	11	58.0	5	8
11703	202301010409	2018104881	666	1110	9	0	5	456	-10	20.6	7	58.0	6	9
11698	202301010409	2017105339	1168	1071	4	0	6	518	4	51.7	12	58.0	6	10
11696	202301010409	2019105354	5339	1175	2	0	4	490	-2	5.0	2	58.0	7	11
11708	202301010409	2019100615	1157	1154	14	0	4	518	-2	19.0	5	58.0	7	12
11707	202301010409	2020107084	1192	1020	13	0	3	438	0	26.4	9	55.0	8	13
11706	202301010409	2019102799	1126	1039	12	0	4	458	6	140.9	14	58.0	8	14
11717	202301010410	2019104056	1170	1088	9	0	4	532	4	2.3	1	58.0	1	1
11719	202301010410	2017104164	1030	1106	11	0	6	472	2	155.6	14	58.0	2	2
11716	202301010410	2018104148	1179	1076	8	0	5	460	2	49.6	10	58.0	3	3
11720	202301010410	2018101075	1018	1178	12	0	5	486	-4	51.0	11	58.0	3	4
11711	202301010410	2017104238	1091	1094	3	0	6	524	-8	46.7	9	58.0	4	5
11715	202301010410	2019101324	1015	1084	7	0	4	484	-6	12.4	5	58.0	4	6
11714	202301010410	2016104874	1122	1191	6	2	7	490	-8	70.8	12	58.0	5	7
11721	202301010410	2018106451	1115	1138	13	0	5	472	-4	20.1	6	58.0	5	8
11710	202301010410	2019100177	666	1099	2	1	4	486	-10	4.6	2	56.0	6	9
11709	202301010410	2019104537	1157	1117	1	1	4	476	-4	7.9	4	56.0	6	10
11713	202301010410	2019102983	1095	1069	5	0	4	500	6	5.3	3	58.0	7	11
11722	202301010410	2019103971	1168	1033	14	1	4	494	28	86.8	13	56.0	7	12
11718	202301010410	2018104366	1190	1075	10	1	5	442	2	21.9	7	56.0	8	13
11712	202301010410	2019105096	1197	1088	4	1	4	448	-6	42.4	8	56.0	8	14
11725	202301010411	2019104968	1126	1178	3	1	4	462	0	7.5	3	55.0	1	1
11724	202301010411	2019100205	1170	423	2	1	4	440	-10	18.4	9	55.0	2	2
11731	202301010411	2020102763	666	1160	9	1	3	424	-8	9.0	6	52.0	3	3
11726	202301010411	2017105582	5339	1105	4	1	6	478	0	5.5	2	55.0	3	4
11733	202301010411	2016110115	1197	1070	11	1	7	460	-6	9.5	7	55.0	4	5
11732	202301010411	2018102715	1157	1110	10	1	5	438	-2	131.8	14	55.0	4	6
11723	202301010411	2020106435	1178	1135	1	1	3	458	-14	4.5	1	51.0	5	7
11730	202301010411	2020106967	689	1068	8	1	3	426	-4	19.1	10	52.0	5	8
11736	202301010411	2019101629	1190	1075	14	1	4	460	10	42.2	12	55.0	6	9
11727	202301010411	2017102294	5203	1186	5	1	6	474	2	17.1	8	57.0	6	10
11735	202301010411	2018105174	1122	1097	13	1	5	460	10	7.8	4	55.0	7	11
11729	202301010411	2017102936	5212	1157	7	1	6	472	0	8.3	5	56.0	7	12
11734	202301010411	2019106410	1093	1161	12	1	4	468	0	46.7	13	55.0	8	13
11728	202301010411	2020102502	1095	1076	6	1	3	440	16	27.9	11	51.0	8	14
11743	202301010412	2019102066	1190	1075	7	1	4	480	6	12.2	5	52.0	1	1
11750	202301010412	2018104511	1197	399	14	1	5	494	4	12.6	7	54.0	2	2
11746	202301010412	2018104754	1166	1178	10	1	5	440	-10	63.0	13	56.0	3	3
11741	202301010412	2019101778	5203	1058	5	1	4	464	4	4.3	1	56.0	3	4
11748	202301010412	2019105510	1122	1038	12	1	4	500	-16	12.5	6	56.0	4	5
11739	202301010412	2018100185	1032	1039	3	1	5	482	-6	17.2	9	56.0	4	6
11749	202301010412	2019105525	1091	420	13	1	4	436	-4	48.8	11	56.0	5	7
11745	202301010412	2018103755	1109	1043	9	1	5	478	0	26.7	10	56.0	5	8
11738	202301010412	2018105316	1170	1195	2	1	5	458	-6	4.8	2	56.0	6	9
11740	202301010412	2020103779	1157	1160	4	1	3	434	2	6.1	4	53.0	6	10
11742	202301010412	2019105101	5243	1017	6	1	4	502	6	17.2	8	56.0	7	11
11737	202301010412	2019105256	1102	1144	1	1	4	496	0	5.1	3	56.0	7	12
11744	202301010412	2018104262	1185	1159	8	1	5	496	-10	60.1	12	55.0	8	13
11747	202301010412	2019109109	1205	1152	11	1	4	464	12	84.3	14	53.0	8	14
4738	202302010101	2020102879	1197	1181	1	1	3	420	0	7.4	5	51.0	1	1
4740	202302010101	2020105791	1170	420	3	1	3	434	-14	4.6	2	54.0	1	2
4753	202302010101	2020103949	1202	1171	16	0	3	446	-6	40.5	7	53.0	2	3
4746	202302010101	2020110061	1093	1062	9	1	3	472	-4	5.9	3	54.0	2	4
4747	202302010101	2020106121	1109	1074	10	1	3	428	-6	49.2	10	54.0	3	5
4744	202302010101	2020104758	1115	1104	7	0	3	462	2	2.8	1	56.0	3	6
4752	202302010101	2020105711	1191	1185	15	0	3	482	4	93.0	14	55.0	4	7
4742	202302010101	2020101229	1032	1078	5	1	3	402	10	44.6	9	54.0	4	8
4748	202302010101	2020106679	1186	1148	11	1	3	428	20	224.2	16	53.0	5	9
4745	202302010101	2020110014	1140	1044	8	1	3	478	6	128.2	15	54.0	5	10
4741	202302010101	2020104087	1102	1180	4	1	3	440	4	6.5	4	54.0	6	11
4739	202302010101	2020101122	1192	1068	2	0	3	492	4	14.3	6	55.0	6	12
4749	202302010101	2020102360	1177	431	12	0	3	456	4	61.6	11	54.0	7	13
4743	202302010101	2020102877	1095	1153	6	1	3	432	2	77.1	12	54.0	7	14
4751	202302010101	2020110124	1205	1055	14	1	3	466	-2	43.9	8	51.0	8	15
4750	202302010101	2020110139	1091	1129	13	1	3	438	6	85.1	13	54.0	8	16
4756	202302010102	2020102596	1178	1142	3	1	3	440	-4	19.1	5	54.0	1	1
4755	202302010102	2020100166	1170	1184	2	1	3	476	-2	4.5	2	54.0	2	2
4757	202302010102	2020101601	1115	1183	4	1	3	476	4	26.8	7	54.0	3	3
4765	202302010102	2020102341	1197	1146	12	1	3	464	8	48.3	8	51.0	3	4
4759	202302010102	2020104894	1205	1189	6	1	3	448	0	327.4	13	51.0	4	5
4762	202302010102	2020100646	1186	1166	9	1	3	406	0	81.0	9	53.0	4	6
4758	202302010102	2020102990	1102	1176	5	1	3	434	6	21.9	6	54.0	5	7
4754	202302010102	2020100655	666	1177	1	1	3	478	6	1.4	1	54.0	5	8
4764	202302010102	2020105074	1157	1123	11	1	3	478	-4	16.4	4	54.0	6	9
4763	202302010102	2020104840	1091	1101	10	1	3	410	2	15.4	3	54.0	6	10
4760	202302010102	2020105887	1140	1075	7	1	3	468	6	163.8	11	54.0	7	11
4761	202302010102	2020102876	1093	1146	8	1	3	434	6	190.8	12	54.0	7	12
4767	202302010102	2020100669	1030	1071	14	1	3	442	14	112.9	10	54.0	8	13
4766	202302010102	2020105587	1177	1028	13	1	3	450	0	421.7	14	52.0	8	14
4777	202302010103	2020100819	1095	1132	10	0	3	434	-4	173.5	12	56.0	1	1
4776	202302010103	2020106917	666	1095	9	0	3	474	-14	8.2	5	56.0	2	2
4772	202302010103	2020105310	1170	1077	5	1	3	440	6	6.4	4	54.0	3	3
4769	202302010103	2020100874	1202	1032	2	1	3	402	10	82.8	11	51.0	4	4
4773	202302010103	2020101434	1197	1052	6	0	3	466	-2	3.1	1	53.0	5	5
4770	202302010103	2020101265	1135	1010	3	1	3	458	2	14.9	8	54.0	5	6
4774	202302010103	2020101289	1091	1094	7	0	3	464	-2	79.3	10	56.0	6	7
4768	202302010103	2020105136	1201	1043	1	1	3	498	-14	5.3	2	51.0	6	8
4779	202302010103	2020106374	1177	1028	12	0	3	480	-2	8.2	6	54.0	7	9
4775	202302010103	2020106046	1025	1190	8	1	3	478	6	55.3	9	54.0	7	10
4778	202302010103	2020105409	1195	1091	11	0	3	480	-4	6.1	3	53.0	8	11
4771	202302010103	2020103445	1157	1128	4	1	3	450	4	13.2	7	54.0	8	12
