	race_id	horse_id	jockey_id	trainer_id	rank	sex	age	weight	weight_diff	tansho_odds	popularity	impost	wakuban	umaban
302	202308010511	2020103413	1171	1137	2	0	3	514	-6	4.0	2	56.0	6	7
308	202308010511	2020101025	5203	1072	8	0	3	460	0	22.7	8	56.0	6	8
304	202308010511	2020103666	1126	1183	4	0	3	504	16	7.4	4	56.0	7	9
309	202308010511	2020104491	1032	1078	9	0	3	450	-2	36.2	9	56.0	7	10
311	202308010511	2020104759	1180	1099	11	0	3	520	-6	174.2	11	56.0	8	11
303	202308010511	2020105633	1157	1075	3	0	3	488	-6	15.9	7	56.0	8	12
313	202308010512	2019105413	1018	1082	1	0	4	476	4	10.8	5	58.0	1	1
318	202308010512	2015103983	1199	1140	6	0	8	456	-6	36.9	9	57.0	2	2
316	202308010512	2017106086	666	1095	4	1	6	492	0	3.9	1	56.0	3	3
324	202308010512	2019105337	1185	1066	12	1	4	496	20	150.7	13	55.0	3	4
319	202308010512	2017104963	5203	1072	7	1	6	476	-2	12.8	6	56.0	4	5
323	202308010512	2018101175	732	1185	11	0	5	502	0	83.6	12	58.0	4	6
325	202308010512	2019103858	1037	1044	13	0	4	446	0	13.4	7	58.0	5	7
314	202308010512	2019110060	1157	1062	2	1	4	446	10	4.8	3	56.0	5	8
320	202308010512	2018106513	1032	1078	8	0	5	484	-4	4.4	2	58.0	6	9
326	202308010512	2016106582	1208	1138	14	0	7	486	-2	55.1	11	55.0	6	10
317	202308010512	2018104674	1126	1055	5	2	5	480	-10	4.8	4	58.0	7	11
315	202308010512	2018105392	1154	1183	3	2	5	450	-4	51.9	10	58.0	7	12
322	202308010512	2017103886	1152	1085	10	1	6	468	-2	217.9	14	56.0	8	13
321	202308010512	2018100395	1174	1168	9	1	5	472	2	32.8	8	56.0	8	14
669	202308010601	2020103967	1133	1040	7	1	3	480	4	206.9	14	54.0	1	1
668	202308010601	2020106036	1208	1041	6	1	3	442	10	27.6	9	51.0	1	2
678	202308010601	2020102317	1128	1084	16	1	3	494	8	26.7	7	54.0	2	3
665	202308010601	2020104534	1138	1082	3	1	3	442	0	26.8	8	54.0	2	4
663	202308010601	2020100160	1171	1117	1	1	3	494	6	2.2	1	54.0	3	5
677	202308010601	2020102341	1116	1146	15	1	3	456	2	3.5	2	54.0	3	6
664	202308010601	2020101336	1141	1173	2	1	3	490	-4	12.8	4	54.0	4	7
675	202308010601	2020100915	1168	1033	13	1	3	440	2	375.8	16	54.0	4	8
667	202308010601	2020103065	1015	1139	5	1	3	474	-4	61.0	11	54.0	5	9
666	202308010601	2020104786	1030	1128	4	1	3	490	-4	20.2	6	54.0	5	10
670	202308010601	2020106184	1199	1099	8	1	3	424	8	145.4	12	53.0	6	11
671	202308010601	2020100179	1154	425	9	1	3	494	8	6.4	3	54.0	6	12
674	202308010601	2020105204	5443	1073	12	1	3	434	-6	261.4	15	54.0	7	13
673	202308010601	2020104780	1185	1083	11	1	3	460	-6	16.0	5	53.0	7	14
672	202308010601	2020102799	1190	1084	10	1	3	398	-10	30.9	10	50.0	8	15
676	202308010601	2020103115	1182	1121	14	1	3	404	2	190.1	13	53.0	8	16
680	202308010602	2020106518	1168	1069	2	0	3	502	0	3.9	2	56.0	1	1
692	202308010602	2020105379	1208	1046	14	0	3	474	8	387.7	14	53.0	1	2
685	202308010602	2020103294	1154	1148	7	0	3	526	-10	9.3	4	56.0	2	3
679	202308010602	2020103270	1116	1160	1	0	3	474	4	11.4	5	56.0	2	4
694	202308010602	2020105577	1124	1111	16	0	3	526	0	351.2	12	56.0	3	5
687	202308010602	2020102184	1030	1161	9	0	3	474	-4	69.6	8	56.0	3	6
686	202308010602	2020106649	1032	1002	8	0	3	430	-6	84.2	10	56.0	4	7
693	202308010602	2020104182	1152	1158	15	0	3	486	6	431.3	15	56.0	4	8
684	202308010602	2020106902	1037	1028	6	0	3	502	2	70.0	9	56.0	5	9
682	202308010602	2020103419	1171	1157	4	0	3	550	-8	1.8	1	56.0	5	10
683	202308010602	2020109126	1138	1092	5	0	3	488	8	48.9	7	56.0	6	11
681	202308010602	2020100243	5203	1042	3	0	3	494	10	14.6	6	56.0	6	12
689	202308010602	2020105421	1130	1073	11	1	3	406	0	704.3	16	54.0	7	13
690	202308010602	2020101949	1147	1095	12	0	3	454	4	344.2	11	56.0	7	14
688	202308010602	2020105374	1194	1188	10	0	3	508	6	373.0	13	53.0	8	15
691	202308010602	2020105299	1199	1140	13	0	3	480	-6	8.9	3	55.0	8	16
700	202308010603	2020105976	1146	431	6	0	3	486	0	50.5	9	56.0	1	1
703	202308010603	2020103442	1208	1154	9	1	3	436	-4	7.6	4	51.0	2	2
697	202308010603	2020100724	1156	1087	3	0	3	410	-6	184.5	10	56.0	3	3
696	202308010603	2020101617	1185	1087	2	0	3	484	-2	3.2	1	55.0	4	4
701	202308010603	2020103133	1124	1193	7	0	3	490	4	15.0	7	56.0	5	5
695	202308010603	2020103754	1116	1104	1	0	3	476	2	4.4	3	56.0	6	6
705	202308010603	2020104405	1037	1139	11	0	3	476	0	196.7	11	56.0	6	7
699	202308010603	2020101116	1168	1003	5	0	3	500	4	8.3	5	56.0	7	8
704	202308010603	2020106905	1015	1092	10	0	3	450	-2	10.9	6	56.0	7	9
698	202308010603	2020105952	1199	1121	4	0	3	472	0	4.1	2	55.0	8	10
702	202308010603	2020107007	1171	1130	8	0	3	528	-2	32.6	8	56.0	8	11
712	202308010604	2020104300	1142	1110	7	1	3	426	-2	31.9	6	54.0	1	1
707	202308010604	2020105478	1199	1121	2	1	3	446	0	3.6	2	53.0	2	2
711	202308010604	2020105187	5203	1073	6	0	3	440	0	29.1	5	56.0	2	3
713	202308010604	2020103443	1116	1166	8	1	3	408	4	138.8	11	54.0	3	4
714	202308010604	2020109032	894	1040	9	1	3	468	-2	179.8	13	54.0	3	5
709	202308010604	2020110041	1171	1055	4	0	3	528	0	9.2	4	56.0	4	6
708	202308010604	2020104223	1130	1040	3	1	3	456	-6	403.4	15	54.0	4	7
710	202308010604	2020100177	1154	1061	5	0	3	504	-6	7.8	3	56.0	5	8
715	202308010604	2020102900	1125	1170	10	0	3	432	-2	64.0	8	56.0	5	9
706	202308010604	2020102326	1032	1002	1	0	3	454	-2	1.7	1	56.0	6	10
716	202308010604	2020103251	5443	1075	11	0	3	506	6	107.8	10	56.0	6	11
718	202308010604	2020105129	1124	1003	13	0	3	464	-2	251.6	14	56.0	7	12
720	202308010604	2020106544	1208	1111	15	1	3	424	-2	38.7	7	51.0	7	13
717	202308010604	2020104162	1185	1173	12	1	3	462	10	68.7	9	53.0	8	14
719	202308010604	2020101762	1168	1003	14	1	3	416	0	142.1	12	54.0	8	15
726	202308010605	2020103579	1171	1092	6	1	3	452	2	11.9	5	54.0	1	1
723	202308010605	2020102340	1164	1084	3	0	3	436	0	21.4	6	54.0	2	2
722	202308010605	2020106380	1168	1161	2	1	3	436	-4	99.4	7	54.0	3	3
724	202308010605	2020102964	5203	1058	4	0	3	512	-4	4.2	3	56.0	4	4
729	202308010605	2020105195	1156	1084	9	0	3	468	-4	165.6	8	56.0	5	5
725	202308010605	2020102716	1116	1075	5	0	3	476	-8	3.9	2	56.0	6	6
728	202308010605	2020101643	1152	1101	8	1	3	390	0	215.7	9	54.0	7	7
721	202308010605	2020100912	1032	1149	1	0	3	464	-4	2.0	1	56.0	8	8
727	202308010605	2020106903	1124	1066	7	1	3	442	0	8.0	4	54.0	8	9
735	202308010606	2020101129	1128	1185	6	1	3	450	-4	262.9	12	54.0	1	1
734	202308010606	2020102195	1199	1111	5	1	3	476	0	17.0	6	53.0	2	2
731	202308010606	2020109096	1124	1073	2	1	3	420	-4	12.0	4	54.0	3	3
733	202308010606	2020103403	1154	1058	4	1	3	430	-2	21.6	8	54.0	4	4
737	202308010606	2020105540	1019	1082	8	1	3	454	-2	38.2	10	54.0	5	5
730	202308010606	2020100930	1185	1186	1	1	3	462	-4	11.1	3	53.0	5	6
732	202308010606	2020103246	1116	399	3	1	3	476	0	18.8	7	54.0	6	7
740	202308010606	2020100471	1208	1159	11	1	3	516	0	50.1	11	51.0	6	8
736	202308010606	2020102181	1135	1127	7	1	3	452	2	31.2	9	54.0	7	9
738	202308010606	2020102315	1164	1107	9	1	3	500	4	6.0	2	52.0	8	11
739	202308010606	2020103361	1171	1092	10	1	3	430	6	1.6	1	54.0	8	12
747	202308010607	2017105132	1164	437	6	1	6	418	-2	24.3	6	54.0	1	1
743	202308010607	2019104839	1171	1107	2	1	4	440	6	2.1	1	56.0	2	2
744	202308010607	2018106354	1116	1098	3	0	5	474	10	2.6	2	58.0	3	3
745	202308010607	2018104827	1154	1169	4	0	5	484	10	10.8	4	58.0	4	4
742	202308010607	2019106527	1190	1075	1	1	4	512	-6	6.1	3	52.0	5	5
746	202308010607	2019104918	1168	1082	5	0	4	462	-19	18.6	5	58.0	6	6
750	202308010607	2017100368	1208	431	9	2	6	458	-8	31.4	7	55.0	7	7
748	202308010607	2018100723	1030	1120	7	1	5	434	8	99.9	9	56.0	8	8
749	202308010607	2019106868	1152	1085	8	1	4	424	4	57.1	8	56.0	8	9
754	202308010608	2019101673	1171	438	4	0	4	494	2	9.1	3	58.0	1	1
752	202308010608	2017104086	1146	431	2	1	6	466	-6	57.4	11	56.0	1	2
757	202308010608	2019106884	1154	1085	7	0	4	498	-2	198.8	14	58.0	2	3
756	202308010608	2019109047	1133	1101	6	0	4	476	-4	42.8	10	58.0	2	4
759	202308010608	2018105096	1199	1002	9	0	5	478	10	30.9	8	57.0	3	5
758	202308010608	2019101325	1164	1029	8	0	4	476	0	127.2	12	56.0	3	6
755	202308010608	2019103780	1147	1091	5	0	4	480	-2	305.7	16	58.0	4	7
762	202308010608	2019106103	5443	1111	12	0	4	490	0	27.5	7	58.0	4	8
764	202308010608	2017100169	1168	1033	14	0	6	538	4	36.1	9	58.0	5	9
763	202308010608	2018104161	1208	1040	13	1	5	478	-4	257.0	15	53.0	5	10
765	202308010608	2019101053	1128	1168	15	1	4	464	2	12.3	5	56.0	6	11
761	202308010608	2019103813	1125	1033	11	1	4	512	0	10.1	4	56.0	6	12
760	202308010608	2019105819	1185	1083	10	0	4	476	0	187.2	13	57.0	7	13
753	202308010608	2018101592	1152	1098	3	0	5	530	2	3.6	2	58.0	7	14
751	202308010608	2019105333	1116	1061	1	1	4	444	6	2.0	1	56.0	8	15
766	202308010608	2019100683	1019	1046	16	0	4	420	-10	24.8	6	58.0	8	16
774	202308010609	2015102127	1135	1068	8	2	8	480	8	15.0	8	55.0	1	1
771	202308010609	2018105418	1133	1105	5	0	5	498	-2	14.4	7	55.0	2	2
770	202308010609	2017100451	1032	1154	4	0	6	472	0	13.3	6	55.0	2	3
773	202308010609	2019107033	1152	1124	7	1	4	478	-4	198.2	15	53.0	3	4
780	202308010609	2017104698	1182	1066	14	0	6	482	0	106.9	14	55.0	3	5
779	202308010609	2018104160	1208	1065	13	0	5	508	-6	32.0	12	55.0	4	6
775	202308010609	2019104091	1116	1099	9	0	4	464	0	8.0	4	56.0	4	7
768	202308010609	2018102576	1171	1137	2	0	5	494	8	5.8	3	56.0	5	8
767	202308010609	2019105748	5203	1010	1	0	4	420	0	3.5	1	56.0	5	9
776	202308010609	2017106032	1154	1117	10	2	6	496	8	29.5	11	53.0	6	10
769	202308010609	2018101010	1015	1044	3	2	5	496	2	5.4	2	57.0	6	11
781	202308010609	2019101716	1130	1157	15	0	4	510	10	17.5	9	56.0	7	12
777	202308010609	2018105308	1168	1194	10	0	5	484	2	28.9	10	55.0	7	13
772	202308010609	2015100533	1062	1087	6	0	8	530	0	68.3	13	53.0	8	14
778	202308010609	2018104366	1190	1075	12	1	5	440	2	11.1	5	56.0	8	15
783	202308010610	2020104083	1116	1075	2	0	3	474	2	11.0	7	56.0	1	1
785	202308010610	2020106910	1135	1191	4	1	3	418	0	6.3	4	54.0	2	2
790	202308010610	2020110040	1124	1158	9	0	3	508	4	8.4	5	57.0	3	3
787	202308010610	2020102890	1171	1173	6	1	3	410	0	9.2	6	54.0	4	4
786	202308010610	2020100815	1154	1186	5	0	3	498	2	3.6	1	56.0	5	5
789	202308010610	2020100686	1030	1161	8	1	3	438	6	75.5	9	54.0	6	6
788	202308010610	2020105574	5443	5302	7	1	3	430	2	44.8	8	55.0	7	7
782	202308010610	2020106851	1199	1157	1	0	3	512	0	3.7	2	56.0	8	8
784	202308010610	2020100607	1032	1127	3	1	3	424	0	5.0	3	54.0	8	9
795	202308010611	2017104852	1116	1128	5	0	6	486	2	40.8	12	57.0	1	1
792	202308010611	2017100240	5203	1050	2	1	6	466	6	7.8	5	55.0	1	2
798	202308010611	2019100765	1135	1010	8	1	4	448	0	207.6	18	55.0	2	3
799	202308010611	2018104331	1171	1173	9	2	5	450	0	7.6	3	59.0	2	4
801	202308010611	2017105272	1019	1105	11	0	6	512	2	20.4	9	57.0	3	5
797	202308010611	2018100394	1154	1154	7	0	5	480	-6	16.6	8	57.0	3	6
806	202308010611	2015104699	5443	1126	16	0	8	494	-14	52.4	14	57.0	4	7
794	202308010611	2018106055	1168	1069	4	0	5	488	8	4.6	1	57.0	4	8
793	202308010611	2017100091	1030	1071	3	0	6	488	8	16.6	7	58.0	5	9
805	202308010611	2015100822	1124	1148	15	0	8	500	20	44.2	13	58.0	5	10
804	202308010611	2017103005	1128	1142	14	0	6	492	-6	53.2	15	57.0	6	11
807	202308010611	2017105443	1141	1110	17	1	6	522	4	159.0	16	55.0	6	12
808	202308010611	2016104983	1185	1183	18	0	7	490	-2	199.5	17	57.0	7	13
791	202308010611	2019102979	1199	1130	1	0	4	506	14	4.9	2	57.0	7	14
800	202308010611	2017106387	1182	1140	10	1	6	484	4	7.7	4	55.0	7	15
802	202308010611	2019102576	1032	1129	12	0	4	458	0	9.2	6	57.0	8	16
803	202308010611	2016104787	1015	1092	13	0	7	506	6	40.4	11	59.0	8	17
796	202308010611	2017106720	1037	1072	5	0	6	480	8	21.0	10	58.0	8	18
819	202308010612	2019104959	1199	1076	11	0	4	498	-4	113.5	9	57.0	1	1
812	202308010612	2019110084	5203	427	4	0	4	514	0	24.5	5	58.0	2	2
810	202308010612	2017104238	1116	1094	2	0	6	522	-14	89.8	8	58.0	3	3
811	202308010612	2019104665	1171	1117	3	0	4	518	2	3.9	3	58.0	4	4
817	202308010612	2017101783	1037	1072	9	1	6	484	-6	182.8	11	56.0	5	5
818	202308010612	2018102041	1152	1158	10	1	5	480	-2	33.1	7	56.0	5	6
809	202308010612	2019105400	1032	1055	1	0	4	538	-2	2.0	1	58.0	6	7
813	202308010612	2018104729	1154	1154	5	0	5	438	2	32.0	6	58.0	6	8
815	202308010612	2019106671	1133	1069	7	0	4	522	0	15.7	4	58.0	7	9
814	202308010612	2019105032	5443	1075	6	0	4	530	-2	3.3	2	58.0	7	10
820	202308010612	2018103993	1124	1148	12	0	5	492	2	114.1	10	58.0	8	11
816	202308010612	2017102758	1015	1063	8	0	6	474	0	340.7	12	58.0	8	12
1175	202308010701	2020106794	1124	1138	3	1	3	442	2	138.4	11	54.0	1	1
1185	202308010701	2020101986	1034	1135	13	1	3	426	14	246.2	13	54.0	2	2
1180	202308010701	2020106456	1102	1176	8	1	3	476	-12	65.7	8	54.0	3	3
1177	202308010701	2020100803	1146	1032	5	1	3	468	-2	218.7	12	54.0	4	4
1181	202308010701	2020101023	1208	1180	9	1	3	432	-2	18.4	4	51.0	4	5
1182	202308010701	2020101858	1095	1113	10	1	3	486	4	30.8	6	54.0	5	6
1184	202308010701	2020105165	1157	1003	12	1	3	464	14	84.8	10	54.0	5	7
1183	202308010701	2020106207	732	1065	11	1	3	468	0	23.4	5	54.0	6	8
1179	202308010701	2020104162	1141	1173	7	1	3	458	-4	82.5	9	54.0	6	9
1173	202308010701	2020103525	1163	1117	1	1	3	550	10	1.5	1	54.0	7	10
1178	202308010701	2020105302	1037	1136	6	1	3	414	2	47.1	7	54.0	7	11
1176	202308010701	2020106947	1018	1111	4	1	3	432	-4	13.6	3	54.0	8	12
1174	202308010701	2020106306	1174	1168	2	1	3	488	0	3.2	2	54.0	8	13
1195	202308010702	2020107092	1015	1063	10	1	3	448	-6	251.9	8	54.0	1	1
1189	202308010702	2020101323	1154	1123	4	0	3	464	-8	55.2	5	56.0	2	2
1186	202308010702	2020101268	732	1069	1	0	3	450	2	1.8	1	56.0	3	3
1187	202308010702	2020106645	1163	1075	2	0	3	580	4	3.5	3	56.0	4	4
1188	202308010702	2020101677	1034	1033	3	0	3	416	0	29.7	4	56.0	5	5
1194	202308010702	2020105195	1156	1084	9	0	3	470	2	91.6	6	56.0	6	6
1191	202308010702	2020104182	1208	1158	6	0	3	484	-2	176.1	7	53.0	7	7
1193	202308010702	2020106334	894	1104	8	0	3	470	2	262.8	10	56.0	7	8
1192	202308010702	2020101748	1133	1040	7	0	3	490	4	251.9	9	56.0	8	9
1190	202308010702	2020104553	1018	1130	5	0	3	524	-2	2.9	2	56.0	8	10
1206	202308010703	2020106854	1095	1098	11	1	3	462	2	14.7	5	54.0	1	1
1210	202308010703	2020102609	1174	1084	15	1	3	442	-6	126.7	12	54.0	2	2
1204	202308010703	2020101962	1116	1110	9	1	3	476	8	29.3	8	54.0	2	3
1207	202308010703	2020106885	1185	1158	12	1	3	438	-2	69.4	11	53.0	3	4
1197	202308010703	2020103501	1163	1184	2	1	3	458	18	5.6	3	54.0	3	5
1201	202308010703	2020105683	1157	1154	6	1	3	428	0	23.9	6	54.0	4	6
1200	202308010703	2020103945	1018	1130	5	1	3	448	0	25.1	7	54.0	4	7
1198	202308010703	2020104499	1093	1157	3	1	3	486	0	9.2	4	54.0	5	8
1208	202308010703	2020103597	1019	1082	13	1	3	434	0	290.5	15	54.0	5	9
1199	202308010703	2020103209	1102	1148	4	1	3	442	-8	2.8	1	54.0	6	10
1203	202308010703	2020105218	1182	1028	8	1	3	482	0	39.8	9	53.0	6	11
1196	202308010703	2020106925	666	1099	1	1	3	504	-4	2.9	2	54.0	7	12
1205	202308010703	2020103324	1130	1018	10	1	3	454	6	212.3	13	54.0	7	13
1209	202308010703	2020106313	732	431	14	1	3	484	6	219.6	14	54.0	8	14
1202	202308010703	2020105196	1154	1050	7	1	3	454	4	43.6	10	54.0	8	15
1226	202308010704	2020106589	1185	1078	16	1	3	430	-10	420.6	16	53.0	1	1
1218	202308010704	2020103464	666	1172	8	0	3	484	0	10.2	5	56.0	1	2
1217	202308010704	2020105031	1124	1111	7	0	3	424	-4	329.5	13	56.0	2	3
1215	202308010704	2020105187	1018	1073	5	0	3	430	-10	78.2	9	56.0	2	4
1213	202308010704	2020102936	1163	1058	3	0	3	470	2	4.7	2	56.0	3	5
1214	202308010704	2020100519	1102	1110	4	1	3	458	2	21.9	6	54.0	3	6
1220	202308010704	2020104566	1208	1065	10	1	3	446	-6	259.5	12	51.0	4	7
1212	202308010704	2020105073	1174	1168	2	1	3	474	4	1.8	1	54.0	4	8
1219	202308010704	2020105975	660	1044	9	0	3	474	6	42.7	8	56.0	5	9
1222	202308010704	2020106170	1182	1107	12	1	3	408	7	329.8	14	53.0	5	10
1225	202308010704	2020102794	1125	1075	15	0	3	530	0	169.4	10	56.0	6	11
1223	202308010704	2020105179	1146	431	13	0	3	436	0	332.2	15	56.0	6	12
1211	202308010704	2020103668	1157	1157	1	0	3	486	-2	9.6	4	56.0	7	13
1216	202308010704	2020102738	1032	1161	6	1	3	472	-6	6.6	3	54.0	7	14
1224	202308010704	2020102858	732	1042	14	0	3	474	-14	33.3	7	56.0	8	15
1221	202308010704	2020103251	5639	1075	11	0	3	504	-2	215.6	11	56.0	8	16
1236	202308010705	2020103145	1163	1075	10	0	3	506	0	22.9	6	56.0	1	1
1228	202308010705	2020104222	1133	1040	2	1	3	420	-6	540.7	11	54.0	2	2
1233	202308010705	2020104010	1018	1194	7	0	3	490	0	144.0	8	56.0	3	3
1229	202308010705	2020106003	660	1099	3	1	3	466	-2	6.2	3	54.0	4	4
1232	202308010705	2020102269	732	1123	6	0	3	430	-6	85.9	7	56.0	5	5
1237	202308010705	2020104069	1185	1123	11	1	3	420	2	416.5	10	53.0	6	6
1235	202308010705	2020101714	1208	1111	9	1	3	424	2	416.0	9	51.0	6	7
1234	202308010705	2020103428	666	1061	8	0	3	450	-2	1.6	1	56.0	7	8
1230	202308010705	2020102728	1174	1071	4	0	3	474	0	10.5	4	56.0	7	9
1231	202308010705	2020106836	1116	1184	5	0	3	454	4	4.1	2	56.0	8	10
1227	202308010705	2020101806	1095	1170	1	0	3	466	6	12.0	5	56.0	8	11
1240	202308010706	2019105493	1157	1166	3	0	4	484	0	19.8	7	58.0	1	1
1251	202308010706	2018102579	1174	1142	14	1	5	460	2	85.4	13	56.0	1	2
1250	202308010706	2019101203	1032	1111	13	1	4	440	14	68.8	11	56.0	2	3
1243	202308010706	2019103311	1208	1172	6	1	4	432	0	114.6	14	53.0	2	4
1238	202308010706	2018105187	1163	1173	1	2	5	476	-4	3.9	3	58.0	3	5
1252	202308010706	2018102859	1018	1130	15	2	5	476	-6	65.5	10	58.0	3	6
1246	202308010706	2017103822	1095	1066	9	0	6	494	4	12.5	5	58.0	4	7
1249	202308010706	2019105285	1185	1155	12	0	4	518	14	55.1	9	57.0	4	8
1248	202308010706	2019103495	1154	1128	11	0	4	480	6	44.8	8	58.0	5	9
1253	202308010706	2019100548	1037	1072	16	1	4	462	8	115.6	15	56.0	5	10
1247	202308010706	2019110011	732	1058	10	1	4	482	14	15.7	6	56.0	6	11
1242	202308010706	2019104239	1156	1178	5	0	4	492	2	80.8	12	58.0	6	12
1245	202308010706	2018105258	1093	1185	8	0	5	484	4	3.5	1	58.0	7	13
1239	202308010706	2019101860	666	1140	2	0	4	528	14	3.7	2	58.0	7	14
1244	202308010706	2018110021	1102	1181	7	1	5	476	6	136.8	16	56.0	8	15
1241	202308010706	2019103092	1112	1128	4	0	4	504	0	7.3	4	58.0	8	16
1257	202308010707	2019102106	1062	1095	4	0	4	514	6	33.6	11	58.0	1	1
1256	202308010707	2019104361	1018	1110	3	0	4	504	6	16.0	6	58.0	1	2
1263	202308010707	2019102856	1130	1003	10	1	4	410	-4	31.6	9	56.0	2	3
1264	202308010707	2018101573	1185	429	11	1	5	410	6	94.5	12	55.0	2	4
1261	202308010707	2018106391	1124	1113	8	0	5	446	-6	124.1	14	58.0	3	5
1254	202308010707	2019102041	732	1166	1	1	4	488	10	7.4	4	56.0	3	6
1267	202308010707	2018110001	1174	1058	14	0	5	510	-4	5.1	2	58.0	4	7
1258	202308010707	2018103368	1182	1095	5	1	5	464	4	180.4	16	55.0	4	8
1259	202308010707	2018103181	1019	431	6	1	5	466	0	32.8	10	56.0	5	9
1260	202308010707	2018102585	1154	1120	7	0	5	516	4	6.2	3	58.0	5	10
1269	202308010707	2019109140	1208	1174	16	1	4	450	2	95.3	13	53.0	6	11
1262	202308010707	2017105070	1034	1050	9	1	6	472	2	18.1	7	56.0	6	12
1265	202308010707	2019100168	1032	1139	12	1	4	506	0	15.3	5	56.0	7	13
1255	202308010707	2019109094	1157	1147	2	1	4	466	-4	2.4	1	56.0	7	14
1266	202308010707	2019103136	1163	1023	13	0	4	488	-2	29.2	8	58.0	8	15
1268	202308010707	2019103208	1030	1073	15	0	4	500	2	143.5	15	58.0	8	16
1274	202308010708	2016104335	1087	1116	5	0	7	486	-4	11.1	5	60.0	1	1
1275	202308010708	2018100220	1072	1173	6	2	5	470	8	40.1	9	60.0	2	2
1271	202308010708	2017105257	1069	1017	2	2	6	486	-2	10.8	4	60.0	3	3
1272	202308010708	2018104525	691	1121	3	0	5	514	-4	20.2	6	60.0	4	4
1276	202308010708	2017105386	1068	1017	7	0	6	534	-2	25.0	8	60.0	6	6
1273	202308010708	2018105731	1066	1129	4	0	5	500	4	65.2	10	60.0	7	8
1270	202308010708	2016100158	1139	438	1	2	7	488	4	2.0	1	60.0	8	10
1277	202308010708	2016102156	1067	1159	8	0	7	518	6	23.8	7	60.0	8	11
1289	202308010709	2020104348	1032	1138	9	0	3	478	-4	50.6	10	56.0	1	1
1284	202308010709	2020103082	1163	1135	4	0	3	450	2	14.1	7	56.0	2	2
1287	202308010709	2020106680	666	1148	7	0	3	452	2	11.6	5	56.0	3	3
1281	202308010709	2020101537	1130	1157	1	0	3	508	-12	11.9	6	56.0	4	4
1290	202308010709	2020101344	1154	1168	10	1	3	458	-6	131.8	11	54.0	5	5
1282	202308010709	2020100678	1095	1066	2	0	3	440	4	25.2	8	56.0	5	6
1283	202308010709	2020105206	1018	1173	3	0	3	462	4	11.4	4	56.0	6	7
1292	202308010709	2020101755	5639	5768	12	0	3	500	0	445.5	12	56.0	6	8
1288	202308010709	2020106890	1093	1137	8	0	3	486	-10	2.7	1	56.0	7	9
1291	202308010709	2020101548	1174	1061	11	0	3	474	4	4.4	3	56.0	7	10
1286	202308010709	2020102870	1116	1099	6	0	3	456	2	4.3	2	56.0	8	11
1285	202308010709	2020103688	1102	1151	5	0	3	494	-4	28.2	9	56.0	8	12
1299	202308010710	2018104746	1157	429	7	0	5	496	2	7.6	4	58.0	1	1
1303	202308010710	2017106372	1030	1098	11	0	6	490	6	139.9	14	58.0	1	2
1297	202308010710	2019102983	1154	1069	5	0	4	494	2	18.2	7	58.0	2	3
1304	202308010710	2019101736	5243	1085	12	0	4	452	-14	218.7	16	58.0	2	4
1307	202308010710	2018105846	1185	1083	15	0	5	506	-2	70.1	12	58.0	3	5
1301	202308010710	2018106211	1130	1157	9	0	5	504	-6	54.3	11	58.0	3	6
1305	202308010710	2019101864	1095	1180	13	0	4	516	4	6.1	3	58.0	4	7
1298	202308010710	2019103419	1018	1082	6	0	4	524	2	2.5	1	58.0	4	8
1302	202308010710	2019106684	1124	1181	10	0	4	552	-6	46.0	10	58.0	5	9
1296	202308010710	2019110015	1174	1071	4	0	4	504	2	11.0	5	58.0	5	10
1306	202308010710	2018100821	1093	412	14	0	5	532	-6	41.2	9	58.0	6	11
1294	202308010710	2018106259	1034	1065	2	0	5	486	4	12.9	6	58.0	6	12
1300	202308010710	2019103148	1032	1110	8	0	4	542	-6	70.3	13	58.0	7	13
1308	202308010710	2019103971	1015	1033	16	1	4	466	-6	176.6	15	56.0	7	14
1293	202308010710	2019103908	732	1032	1	0	4	486	12	5.7	2	58.0	8	15
1295	202308010710	2017102952	1163	1156	3	0	6	508	0	18.7	8	58.0	8	16
1318	202308010711	2017105331	1116	1151	10	2	6	490	-14	57.4	9	57.0	1	1
1313	202308010711	2018105076	1174	1061	5	0	5	516	6	6.1	5	57.0	2	2
1314	202308010711	2019102888	1163	1180	6	0	4	496	4	3.6	2	57.0	3	3
1315	202308010711	2017102537	1102	1010	7	2	6	426	-6	49.0	8	57.0	4	4
1310	202308010711	2018105092	1157	1058	2	0	5	496	-6	5.4	3	57.0	5	5
1317	202308010711	2015106423	1156	1087	9	0	8	484	-2	19.4	6	58.0	6	6
1312	202308010711	2017106153	1019	1110	4	0	6	470	4	37.0	7	57.0	7	7
1309	202308010711	2017110138	666	1144	1	0	6	460	-4	2.9	1	58.0	7	8
1316	202308010711	2016105292	732	1129	8	2	7	478	0	87.1	10	58.0	8	9
1311	202308010711	2018104756	1032	1162	3	0	5	472	-4	6.0	4	57.0	8	10
1324	202308010712	2018103551	1182	1172	6	0	5	438	0	12.1	6	57.0	1	1
1323	202308010712	2018106147	1185	1033	5	0	5	498	-4	45.6	9	57.0	2	2
1321	202308010712	2019100451	1095	1128	3	1	4	434	16	12.0	5	56.0	2	3
1326	202308010712	2016100040	1018	1069	8	0	7	446	-6	132.7	14	58.0	3	4
1327	202308010712	2019101200	1102	1117	9	0	4	482	-4	30.8	8	58.0	3	5
1325	202308010712	2018102281	1125	1170	7	0	5	500	-4	16.1	7	58.0	4	6
